,0,1,2,3,4,5,6,7,8,9
0.61725,2758735.5832754,1387664.87349091,1711295.02608232,196118.111885402,-315564.456354185,2537671.28980596,2388084.52667136,4001740.03437512,2216611.14307876,450860.364769334
0.61775,2542302.58207783,-49753.7236729934,-209117.644418343,196118.111885402,1539915.24974159,1868743.60871274,855009.729167221,2314322.72064364,-785456.581229317,450860.364769334
0.61825,2062179.39710915,-374894.29680677,688990.50025097,633682.026049509,1539915.24974159,1495750.62186355,855009.729167221,-428065.756961871,-1591930.40686988,450860.364769334
0.61875,354873.68862008,-374894.29680677,1040336.7601679,777527.627566065,1539915.24974159,2176963.56661134,855009.729167221,-1476705.44580937,-1591930.40686988,450860.364769334
0.61925,354873.68862008,-374894.29680677,353642.472068942,777527.627566065,1539915.24974159,1175078.80579846,855009.729167221,-1476705.44580937,-738446.311323122,1527088.51557558
0.61975,842031.053532599,-374894.29680677,1418810.52071819,1655182.65715071,1539915.24974159,3528795.89637589,2023362.60221248,-603674.235660313,1320127.83371874,2770524.32782258
0.62025,4117730.39515438,328380.275227762,2176319.35404082,1929873.88081399,1539915.24974159,4831926.08620907,2802403.42095094,305615.879529966,1512738.04852702,3011396.59080474
0.62075,4725719.77927972,-721816.892458512,2125746.44928499,2121024.57370433,1539915.24974159,5345497.11007669,1940478.30953198,36317.1471207644,1547701.17213263,4243640.42778283
0.62125,4950638.96423082,184537.970661154,2416165.51463613,1675273.24690905,2277807.04611589,3754503.019714,1898029.40957471,-1061841.05409517,1902665.72107648,3887458.42191953
0.62175,5105537.91586488,2697134.18202684,2858879.65011402,1533210.41308653,3475301.28567924,3162896.74164449,1952729.08467277,1699915.52522786,2849967.10630107,5567882.26534917
0.62225,4068084.163636,2406947.28685272,2692718.32069613,1980454.45838915,3345083.14659301,4485842.84144488,2008581.96768483,1484388.26327517,2700624.75384397,6288795.99729921
0.62275,2739702.77615603,379864.750235635,3291393.59217679,2699719.66402256,502037.086878032,3265349.16476291,1647595.44981871,1484388.26327517,3110179.99336632,5135215.72939183
0.62325,1644854.57773854,703135.644239758,3271977.96249397,2404933.93877114,-228565.666405224,2915482.82504961,1805257.69500179,2934296.97379178,1640107.89911389,5135215.72939183
0.62375,1426081.93903678,703135.644239758,2395020.30084484,2507764.64718041,-893970.259423249,2915482.82504961,1174028.12022674,3110694.51896611,-431110.616624516,5135215.72939183
0.62425,1535122.33589321,703135.644239758,2095692.56438907,2502735.92293441,431989.550835087,2915482.82504961,1644209.41054946,3393639.37271497,214083.127972647,5382740.01085361
0.62475,1742124.53219406,2809630.97794964,2396215.71804634,679990.689938406,744110.795234838,3811240.05679634,3278108.55851766,4895731.64135219,-60292.6223527397,5504731.35643437
0.62525,333815.6479891,2809630.97794964,2396215.71804634,-2203037.79058995,-439904.275722235,3902572.2859197,3816319.63032977,6316996.35548392,3052342.83395373,5229944.64508204
0.62575,-470013.265268352,3127864.16537043,2647955.18569908,2134024.2250759,-867211.605752092,4068969.50807837,4040866.42452686,5719605.87328059,4132576.11792738,3445237.12751828
0.62625,697171.361579798,2122073.9383066,1899428.26254359,503061.261567237,503783.274395241,3968947.45224807,3586782.06421687,4642519.71011805,2201762.5301298,1907425.43590867
0.62675,697171.361579798,1076622.32508544,1213909.46548959,-664790.108651115,-912339.102700543,3018586.84936672,2080182.21673813,4440339.86072688,778229.191672353,3957806.37812617
0.62725,697171.361579798,1098864.60989035,1833468.38760961,-770335.91673224,-1119072.45920502,1415654.58761198,2080182.21673813,4527529.03062603,427965.133873192,3957806.37812617
0.62775,697171.361579798,1098864.60989035,2510452.95744918,-1193416.8002717,2669342.8200609,-592919.654447862,2080182.21673813,3500921.75240197,427965.133873192,3957806.37812617
0.62825,697171.361579798,1345631.21133645,2477998.59836339,-192739.663259917,1104066.90998225,2080864.1172064,2080182.21673813,3500921.75240197,3205481.96953782,3957806.37812617
0.62875,3245697.04774129,2009357.62703541,2690984.21141685,1278938.2942384,1104066.90998225,3703587.99752536,2080182.21673813,3644210.66202951,5371061.40487379,3957806.37812617
0.62925,5183089.82554679,3410885.62374131,3139529.57781388,2987638.11648119,2435487.40904643,4100102.45504692,2698456.92908506,4458689.53802133,5452426.99266584,4629603.52564612
0.62975,6051272.24867092,3950792.0116858,3163586.56929101,3235055.62376548,3608590.94600978,4640272.74899048,5318361.43183801,4485343.7001634,5649407.6926414,5590008.60674845
0.63025,3468565.54367019,4408836.64540733,2102234.42676096,2024802.82553059,4003020.73670985,2890287.35259994,3602892.40720461,6078810.04293132,4919267.36055279,4679489.46097671
0.63075,522874.905138925,1866678.12030312,152475.163845428,1216139.40990236,4317434.9486734,2412319.97371214,318870.081847212,4755524.00559481,2668340.26766805,3983887.44052934
0.63125,692534.872013805,2658618.94627094,-436069.60554925,400215.693840835,3815692.73706163,2412319.97371214,-968746.014765236,3231293.23416132,1378001.95711653,2515838.39464901
0.63175,661840.034972928,2658618.94627094,617214.5520862,260819.008886728,4769855.54316399,4215995.3918743,-64557.1295637003,3267603.87956161,897288.879954386,3715666.4810012
0.63225,1661882.3277085,3662021.33692138,1559757.58409729,-910756.341528464,4231372.46709637,4398050.50562024,927270.356646945,2658116.84527455,897288.879954386,4750288.60543919
0.63275,2689358.50330244,3214872.59717467,1205521.94521707,-856835.39855928,2382817.51700487,2960581.86703753,1952632.51148667,1185349.92688575,897288.879954386,4090317.3008207
0.63325,2396835.82359517,2048509.44881379,272013.641184737,238183.530127425,1031557.6595433,2065593.23525975,2849723.70909823,-409994.009302401,897288.879954386,3096883.86274112
0.63375,2454781.93822878,296580.688350102,-1466124.74221163,86158.0421076079,-125675.598239058,2048738.82469981,3081454.4767113,-864790.265129502,897288.879954386,-8712.16822372576
0.63425,908869.233990788,1481986.83779966,1941913.87695116,86158.0421076079,136285.587774746,449875.449023786,2377507.32530789,-864790.265129502,2597174.25571006,-729079.968929131
0.63475,908869.233990788,1706344.40691379,2477385.53342875,86158.0421076079,136285.587774746,-1194876.54586477,-295135.843339187,3722963.73695719,3351243.85869697,-1359523.79515952
0.63525,908869.233990788,1342804.9861624,1665590.31933324,-357783.664661893,136285.587774746,-1166959.35607655,-1207711.69000032,1810300.61868758,3344366.89675612,-1822641.04175138
0.63575,2333576.32454198,1342804.9861624,1941556.68639734,-357783.664661893,136285.587774746,-1166959.35607655,-659111.466703477,1810300.61868758,3845461.88904387,349954.394268139
0.63625,2688134.363523,1342804.9861624,1646649.90777724,-911278.452454095,136285.587774746,-583901.605270271,-659111.466703477,1810300.61868758,4170117.94368186,349954.394268139
0.63675,3109935.27848299,1448540.05006475,1579933.24303771,188465.913932322,136285.587774746,199846.641309583,915408.02744709,2567262.44615315,2805485.4543197,3366733.60907804
0.63725,3837446.65540411,1448540.05006475,3507362.20831676,1415158.52042263,3317272.15721665,1087996.45265186,1492956.9096272,2567262.44615315,1533733.48579266,3586572.39546543
0.63775,4921059.15330924,2733121.04054623,5252789.07092657,2199063.67064323,4188521.52203163,2283273.7208173,2460760.8066024,4825136.33718307,540771.501905037,3851067.40128619
0.63825,6764167.17752588,3618252.08101172,5241096.68698967,3340746.88640675,1975876.17641131,1574855.12993892,3619936.26545496,4720909.78951806,2572029.42551279,4496975.67071126
0.63875,5375651.6485579,2119796.52627363,4680826.77373407,2673109.11142588,-168086.887147699,736529.827288494,4148049.11097794,3845297.9883397,4816272.00736701,2685825.74126735
0.63925,3597921.57528109,2815886.46524234,3732072.51844244,2017062.21043948,-168086.887147699,1227446.60833641,4108889.13791745,2794463.9742447,4863357.18812462,3757413.92788986
0.63975,4433088.41330254,2916335.30084401,2736416.54220476,1759746.31694681,-1907990.83718152,1548504.82779347,2314820.38071999,4651683.82279786,4603961.57579261,5630417.48182741
0.64025,4014387.36064231,2419750.09658124,2111139.57188268,356012.942670987,-1179020.41734563,1377878.16591535,714846.919255636,2537048.22429277,4671383.55044472,5173776.73984927
0.64075,4014387.36064231,2344666.90375362,2380580.8496578,1887770.75568547,-451646.328267766,1043586.70667304,3744410.43640771,2802659.39801399,4397176.71766199,4540924.27216126
0.64125,4014387.36064231,1550001.72756378,3878764.77627306,2269707.89408294,815900.904122483,2383941.5092241,5927525.10296722,3183332.43744299,3773011.34065696,2412803.60987479
0.64175,4673941.73705137,867388.941333283,3552841.28852538,964638.214895772,2565656.37534433,2620164.29577094,3625582.25232753,4229524.54942908,3367585.37949397,697789.009305543
0.64225,3961546.61515934,2188099.86120165,1484095.96724917,1243486.76610575,2385625.71594083,1541271.01003589,1464180.41445106,3457500.28897273,2173552.52639966,1390869.33076039
0.64275,1380128.06787108,3060027.2826278,940782.582976399,697195.319972479,1616730.40575055,1541271.01003589,1112922.03646782,1499729.74581982,354799.29580523,1899808.24169066
0.64325,183112.195041956,4662195.42865572,349851.953469358,697195.319972479,3066908.11694656,3072300.59874769,1112922.03646782,-915532.201040823,1060261.31236397,4003273.51374213
0.64375,1545822.94451278,3624349.54451475,349851.953469358,1592060.90881062,4971014.17762968,3072300.59874769,1112922.03646782,-915532.201040823,1060261.31236397,4330381.53084371
0.64425,1545822.94451278,3045052.68631074,349851.953469358,2044632.63599781,2967393.48061397,3072300.59874769,1386690.01824221,1012506.72942933,2306637.76588844,3480831.09189707
0.64475,2846865.85508063,2208522.36495759,349851.953469358,1335257.80351426,2641376.32596496,4483426.38717895,1386690.01824221,1012506.72942933,5004482.69310636,2500842.06764773
0.64525,3959426.59481731,2759902.27066415,349851.953469358,415149.730273253,5333896.57739153,4483426.38717895,3368987.06689301,1879740.99306713,2796332.84957265,983839.000529888
0.64575,2446394.88484932,2759902.27066415,1245346.7434743,1466029.8063456,5333896.57739153,5282192.05096394,3770650.23334923,3322284.62343147,1948772.8558026,672197.016634122
0.64625,1994099.33400484,3102511.74311334,1129018.85167805,42127.3384502527,5689523.46682295,2786588.31307709,3026704.13688244,2957960.81466634,4511826.86081719,2319561.40071495
0.64675,1978678.10470075,1723438.06311878,64186.8014858927,-1098117.84972759,4872970.28340493,4756428.53427086,2899592.86253994,2469850.9012339,4072714.08124718,2319561.40071495
0.64725,1415022.199609,1092624.31296704,64186.8014858927,-71793.3522555694,5637002.89067998,3335080.7660507,2617346.5326849,1905182.93926578,3301324.90193233,2396769.54948412
0.64775,3509895.37047822,3233350.98569229,2450237.77669488,-71793.3522555694,5637002.89067998,2795865.66461632,2588309.42146091,3024382.19231105,2332626.47094228,4623529.94252024
0.64825,5239659.28905935,4067517.38611664,4184884.38078296,1107139.42776379,6483983.28423566,8076907.79695183,4351194.61905222,3135780.82623297,1739004.91995328,4660202.80930416
0.64875,3477862.54710428,4168327.76009634,3869528.70065007,-404597.664804824,5828811.43518676,8077559.62105585,4360799.99451198,3203314.90575038,2513307.18904264,3930256.30812266
0.64925,3080734.5704689,4791353.59878503,2266360.71446238,1062445.85615777,3520637.05663554,6797537.06893073,3546609.02714509,2476610.03423452,1253849.02676885,4058815.22499492
0.64975,2438738.41800665,3132836.10347934,2266360.71446238,2669626.00402389,1288912.19643428,5068575.20382437,2694017.20655271,2075330.07244731,-429384.303603627,4187427.8873779
0.65025,2466331.59085557,2813705.85059541,2266360.71446238,2283966.87814528,3658537.23806851,3878254.42131586,1400489.57081508,1101888.22788335,-1457663.25262417,2266990.39571007
0.65075,2466331.59085557,2271932.07830627,2266360.71446238,1992157.84048244,4587912.53824455,1807464.05289588,2672105.19432709,1513112.22191384,-533447.626216364,1355001.9605852
0.65125,1423091.12308619,2476847.81287354,2527801.91395908,2179002.90087555,1494248.07594988,1807464.05289588,1634524.73335085,1513112.22191384,-533447.626216364,1355001.9605852
0.65175,1404244.83081089,1779049.29681472,2527801.91395908,1583418.07615728,642815.377024637,1807464.05289588,463301.50823111,1513112.22191384,-533447.626216364,1355001.9605852
0.65225,2224554.75195814,2531683.82302427,2527801.91395908,993201.613935205,421557.780827346,1807464.05289588,463301.50823111,1513112.22191384,359940.779536152,2488624.26077108
0.65275,594153.244471259,2531683.82302427,2527801.91395908,935823.45653902,1145177.6967585,2169793.63941053,1912569.93364453,2256422.2227414,1146332.480962,2552215.99253974
0.65325,939019.339538711,2531683.82302427,2527801.91395908,602958.340902225,885774.238673081,2080771.84875558,3220899.1925704,3529205.02816635,2697767.09643616,3021235.48146438
0.65375,3436480.09711766,2531683.82302427,3800510.17978375,1595421.10122344,770887.852161029,1085694.66101656,3554458.36147516,4014200.02467948,2656096.92570696,4241224.21938562
0.65425,5128330.53172208,3246990.39173139,3756671.03218767,1696395.04568719,2155209.25590832,2671712.55449698,3341595.30228399,4230821.72809777,3102716.95098083,4498365.38538557
0.65475,3774284.05384527,3461640.69496794,2577444.68668109,2164480.92547131,2866271.5551024,5132753.49041991,3856947.05603986,3702015.29934519,4119475.46642869,3823940.00954832
0.65525,430249.92254648,2608350.29125206,2512769.76816136,2933350.95066784,2127279.61170454,5109387.37797185,3839839.0730636,202518.279318069,2927781.0231026,2239010.21539515
0.65575,-660125.723671004,43479.9237868376,1694908.54501264,2348409.42999064,1798536.98075504,3075855.03124709,2395017.2261509,2752590.7145504,46571.2735000208,1845895.63362346
0.65625,-660125.723671004,-698914.679031982,1694908.54501264,2117700.96918735,1798536.98075504,2685601.50036481,1355987.51262124,3825586.98828407,-817458.043338047,1386487.52286985
0.65675,-660125.723671004,1356830.02265406,1694908.54501264,2342536.14102515,1953316.17841543,3928243.5620784,2472568.71015101,4091985.73763122,40865.8753302391,1386487.52286985
0.65725,-660125.723671004,2653803.68590872,1694908.54501264,2315623.7994451,2385828.38528317,3545565.98080444,5035529.63327015,4565336.65195796,2813573.16474515,1984615.86493663
0.65775,-660125.723671004,1902453.89320531,1694908.54501264,2304401.34256924,2894007.48439102,788029.479281673,6661313.83573819,4046830.41133026,4440853.00164035,1668961.47930293
0.65825,1672503.02897709,3634882.72014627,1694908.54501264,1629067.80124486,3956313.35709149,-853327.331674536,5607032.60447187,3680408.13502419,5266466.92423681,1540028.23783771
0.65875,1333551.17673476,3884099.68027672,2254436.64407781,2113824.66964595,3614304.06117602,223061.561903019,3448910.13688474,3465359.29685851,4939800.99821274,2429244.30041899
0.65925,1333551.17673476,3196979.86147387,2283390.13338205,1889293.15046579,3697665.54004922,223061.561903019,2188490.9370396,2213049.3920208,3388580.31574105,1593642.86762756
0.65975,1333551.17673476,3757771.36415484,3140551.62297297,1889293.15046579,4330779.50771295,223061.561903019,1795305.34722329,1587189.65793404,982078.269835916,486766.965895109
0.66025,2998578.77829299,2121004.1555067,4394607.01873202,3432020.04620783,2302438.45722103,1266012.10299341,3059174.28519543,3429553.9262931,1122815.96707631,1041005.17669179
0.66075,2513797.22148529,1581832.80195245,5287008.16419544,3657653.93107658,237364.445599648,700640.41557738,4957498.21679901,3888740.97012666,2676972.30549831,1953336.36265807
0.66125,1778228.93758536,2311547.06553015,5417260.81799034,3379685.86851341,-159191.292808137,203175.101182809,5746498.59904532,1952606.58774761,1802909.9014276,2184908.92963716
0.66175,3222792.67949729,1801589.26098532,2071194.29319004,3873083.47216142,1945037.95804018,897821.40214812,5594740.53122614,553266.505339949,-95836.3741108226,3185606.34452328
0.66225,3222792.67949729,2214736.75736309,2385317.76464864,4100183.58118345,1811212.14822661,577404.735515536,6065517.59091281,1921945.49855902,-1737507.62688807,3351233.12900743
0.66275,3835832.50379104,3243475.35123609,4184086.5898863,4309418.30461292,2503574.6287428,491784.978614219,5020884.56492255,3365687.5887765,-961669.003074441,3105518.78510191
0.66325,4017241.56390717,2713619.75546181,4603366.96711717,4064891.94469878,3654482.9228367,2619655.44677072,4518667.29750644,2483419.33769534,882359.161698435,4066988.94658397
0.66375,2064563.95362668,914690.157480737,5126190.98944448,3728283.31862337,4155068.23527494,2044198.80994058,3864982.46995238,1322240.09164538,3505891.22702397,2980239.54545273
0.66425,2829727.90422809,1019951.11564434,3548709.14190088,4479583.16151314,4797781.03379599,1326370.27462189,2767754.96288486,1224062.46930084,3432437.00520542,1157500.45627318
0.66475,1904497.66774228,2551245.15682414,2421874.52409889,3778299.62813865,5440435.27377323,915422.899182931,2624793.20190358,1031922.39108968,4585197.70213494,1093678.63437806
0.66525,1372971.89854506,1075343.76763924,3581188.77988742,2948299.09170863,4090412.24743421,-476172.510429435,4693286.20901725,992034.15959846,4488029.43904603,1572715.39391816
0.66575,347461.96113932,-377012.851527112,2560880.7396964,3744634.41646442,1869438.35405887,-3133722.73116477,3207545.111241,4436739.95435887,4122723.34115965,4882836.90405885
0.66625,128591.9944943,-276093.00508325,2560880.7396964,3744634.41646442,1869438.35405887,-2539581.43528359,1453221.99132955,3196817.06190026,4122723.34115965,5547828.89197131
0.66675,1242859.86397332,-276093.00508325,1485927.60520206,3744634.41646442,1869438.35405887,-2539581.43528359,1185287.58883522,264537.213967544,4418319.85259695,6737484.20703992
0.66725,263193.493220365,929342.682171803,1485927.60520206,5330241.71849343,3422842.41262215,-2539581.43528359,1185287.58883522,13268.717017623,2450690.46350399,6544880.89266113
0.66775,263193.493220365,1057445.51471348,2329195.01306403,5588847.00688879,3422842.41262215,-2539581.43528359,1672329.89647204,1786647.12785754,274110.012208486,5178650.4352421
0.66825,361286.448232793,2333042.69999434,1501744.47804853,4609829.69727066,3422842.41262215,762197.70852517,742445.453153268,1786647.12785754,1375255.18191512,4105278.71710628
0.66875,1601341.84437374,5014288.48240749,2538524.86501729,3426569.46010188,3422842.41262215,762197.70852517,1353630.24455731,2704215.24315911,3265866.92465028,4708598.8152226
0.66925,2363252.56271469,4398888.34650712,3942707.7072739,2270470.6462468,3422842.41262215,3181981.5301025,1488624.685089,2124835.25228284,3723781.84267272,4708598.8152226
0.66975,4919492.19357525,4560424.2173826,4953787.81559119,3057094.58567347,6247535.35516069,3786632.85098256,2017048.69284293,4013022.76124502,3556034.55425627,6239688.4176957
0.67025,6417892.85591726,4988393.20973568,3834592.4135869,2629091.96093159,6226482.56279215,3722974.45892993,1734361.16971916,3366591.81177745,4304525.51652377,4719351.66769417
0.67075,2091865.64289195,2510884.34432565,1317369.66360743,3040875.61469594,3624355.24244663,2571727.60031481,2145902.52036153,2771589.47447078,4599191.7685542,2429620.18098668
0.67125,-2516989.008207,1238511.71283459,1658289.30038807,3040875.61469594,1720120.09077056,1499272.22717955,2145902.52036153,2261212.44026059,4082400.69721403,2277109.23519114
0.67175,-1839566.469335,2202224.89030815,1434193.03091498,3040875.61469594,948267.891485437,552591.740680002,2145902.52036153,2716004.28387746,3489993.22453442,3161199.2017022
0.67225,1022203.41432669,1505721.91367441,4027586.53026651,5260556.34087269,2170943.43604216,2457997.45105773,2850306.01408643,2883196.67505299,3206517.75418627,4492441.78688227
0.67275,3577092.87083205,1223321.34475607,5231485.14837609,5620104.17566729,3917234.49058841,2608544.02608105,2850306.01408643,1915405.54962239,2901801.36504712,4260835.29690634
0.67325,2189593.50191819,1636091.98134214,4826632.36171254,5000064.01547563,3500108.1043971,2185708.70321096,2982223.86484649,1065667.37884329,2540099.74300134,4260835.29690634
0.67375,1157246.73717393,2794857.81409687,3840067.5309327,4376786.34139759,2947120.65735753,2185708.70321096,3068821.04344382,241789.302361189,1960736.68435296,4516013.41956362
0.67425,4187273.65581912,2562040.83383367,4360772.13289932,3695182.74786175,2542040.98011056,3518234.62043283,4514391.52908998,1091763.26811922,1350638.71767062,4516013.41956362
0.67475,6043769.70056616,3235498.2318311,3774246.84432463,3812440.21856946,2252931.1393625,3883786.42554899,5079325.74965973,2914104.27671796,2156950.39844582,4657646.29245581
0.67525,5654199.31272468,3965110.45593203,3089353.91216471,4184494.16418948,1670074.26940772,2917005.37742935,887430.026122985,584266.70990078,1254036.27130969,3012842.62304688
0.67575,4909432.14529306,3716922.72098256,3089353.91216471,3244639.15437991,3551026.40635394,2978962.18454319,1964230.00558533,-1330511.09381393,1257325.57406991,3122394.36122905
0.67625,4312286.19007055,3248291.70430142,4016358.55750966,1746302.3010054,4739161.26907098,2978962.18454319,2233463.06578407,2561633.50117562,1907637.7657054,4071714.29988773
0.67675,2964430.72485777,1351363.49420599,6126139.74537874,1401692.47879845,5298326.82815232,3687780.58974174,2395448.94797263,2561633.50117562,1236289.71172445,4489274.06969409
0.67725,233665.815575248,-37810.388297986,5789976.01809484,2833758.19918834,4566095.75279257,4881097.15790773,1897613.17738913,2561633.50117562,-795891.806004843,4658732.06432632
0.67775,-632185.842931529,-1645445.93177911,2665800.77976336,2446913.32907943,5971141.41335437,4075997.91037741,2135667.75281391,2561633.50117562,-63025.0024090949,4975739.43017455
0.67825,1357207.27151601,100196.761956798,2292004.38173064,1753580.98558459,6476835.80128357,2530259.7475671,3415359.86533052,2561633.50117562,-539894.330799431,3487550.2562449
0.67875,1357207.27151601,100196.761956798,2292004.38173064,1298741.83459437,4976137.11841333,1987580.15301801,2193116.54749983,2561633.50117562,2439955.75195169,2805012.54240904
0.67925,1357207.27151601,947116.878961682,3422542.75205599,1879027.2502402,3410796.70419244,3017849.00035174,846504.781484724,2561633.50117562,2407335.73653309,2169400.87826263
0.67975,4180462.64238219,3623093.97419679,4932634.21793782,3491424.49879589,3531886.69698456,3017849.00035174,1322267.62805915,4649223.47482353,1742548.47440956,1599877.10921137
0.68025,4180462.64238219,4844727.36332941,5543009.38331881,4904225.5912902,3531886.69698456,3017849.00035174,1322267.62805915,3514398.9399076,2952580.68428279,8274901.34129998
0.68075,4521380.25399801,2859344.24942874,4418119.61112958,4852433.87651324,3531886.69698456,3017849.00035174,1322267.62805915,3854390.06335331,5559020.72828708,8274901.34129998
0.68125,5307698.06770703,4940381.72152826,4669950.53759655,5612527.97854344,3531886.69698456,4141040.07128468,4328887.22369391,4794025.13784199,5741237.53124293,8274901.34129998
0.68175,6369116.66599425,5699428.1286167,5277450.55090613,5363340.17618022,5121979.12183693,4281327.59254267,4690896.54026214,5711883.06819388,5376293.92177679,8817729.73079871
0.68225,6299278.2933809,4793216.83415672,4068394.18581327,4069129.12912026,4250064.17846108,2981906.99283522,3641983.31878902,4037088.18122736,5112840.69771323,7754233.04892794
0.68275,4829124.12647447,3379764.26284435,3926060.75771386,4670491.21712711,4365550.88927521,2516074.01527439,3098508.6431173,4037088.18122736,5054736.64896104,6260310.60141673
